0.336624908,20.45202653
0.356079587,20.67411774
0.375681651,21.03470892
0.39513633,21.2761238
0.414148858,21.46304013
0.433603537,21.69496885
0.453647752,22.00891673
0.473102432,22.23294031
0.492704495,22.41913535
0.512159175,22.69388357
0.531613854,22.95268976
0.550331614,23.12922891
0.569786293,23.36590072
0.589240973,23.60257252
0.607958732,23.85895357
0.627413412,24.0742815
0.647015475,24.30064217
0.666470155,24.54392041
0.685924834,24.76794399
0.705969049,25.04157567
0.724981577,25.22453943
0.744436256,25.44856301
0.764333088,25.74684799
0.783492999,25.90515844
0.802947679,26.1422255
0.822402358,26.41842299
0.842151805,26.70302137
0.861459101,26.93154016
