0.322011818,13.98416702
0.343317137,12.71564937
0.36355622,11.52277191
0.383791315,10.38015426
0.405628175,9.093686683
0.42957116,7.987887273
0.452966793,7.099270678
0.476352559,6.3349754
0.501549799,5.647120492
0.523098285,5.131532904
0.546459004,4.682822509
0.569812893,4.320180717
0.593162227,4.014917995
0.611797775,3.73036706
0.633479372,3.65804447
0.656823394,3.419723996
0.680160585,3.267472127
0.705314346,3.127450716
0.726836485,2.943842031
0.750174435,2.782026983
0.773508589,2.668027826
0.796849765,2.46556927
0.820170069,2.526098117
0.843496634,2.507730743
0.866823199,2.489363369
0.882727675,2.476840159
